Name,Description,Unit,DataType,Attributes
go_memstats_last_gc_time_seconds,Number of seconds since 1970 of last garbage collection.,seconds,gauge,
go_memstats_lookups_total,Total number of pointer lookups.,,counter,
go_memstats_mallocs_total,Total number of mallocs.,,counter,
go_memstats_mcache_inuse_bytes,Number of bytes in use by mcache structures.,bytes,gauge,
go_memstats_mcache_sys_bytes,Number of bytes used for mcache structures obtained from system.,bytes,gauge,
go_memstats_mspan_inuse_bytes,Number of bytes in use by mspan structures.,bytes,gauge,
go_memstats_mspan_sys_bytes,Number of bytes used for mspan structures obtained from system.,bytes,gauge,
go_memstats_next_gc_bytes,Number of heap bytes when next garbage collection will take place.,bytes,gauge,
go_memstats_other_sys_bytes,Number of bytes used for other system allocations.,bytes,gauge,
go_memstats_stack_inuse_bytes,Number of bytes in use by the stack allocator.,bytes,gauge,
go_memstats_stack_sys_bytes,Number of bytes obtained from system for stack allocator.,bytes,gauge,
go_memstats_sys_bytes,Number of bytes obtained from system.,bytes,gauge,
go_sched_goroutines_goroutines,Count of live goroutines.,,gauge,
go_sched_latencies_seconds,Distribution of the time goroutines have spent in the scheduler in a runnable state before actually running.,seconds,histogram,
http_request_duration_seconds_sum,The HTTP request latencies in seconds.,seconds,summary,"handler,method,code"
http_request_duration_seconds_count,The HTTP request latencies in seconds.,,summary,"handler,method,code"
http_request_duration_seconds_bucket,The HTTP request latencies in seconds.,seconds,histogram,"handler,method,code"
