Name,Description,Unit,DataType,Attributes
jetstream_server_total_message_bytes,Total number of bytes stored in JetStream,,gauge,
jetstream_server_total_messages,Total number of stored messages in JetStream,,gauge,
jetstream_server_total_streams,Total number of streams in JetStream,,gauge,
process_cpu_seconds_total,Total user and system CPU time spent in seconds.,seconds,counter,
process_max_fds,Maximum number of open file descriptors.,,gauge,
process_open_fds,Number of open file descriptors.,,gauge,
process_resident_memory_bytes,Resident memory size in bytes.,bytes,gauge,
process_start_time_seconds,Start time of the process since Unix epoch in seconds.,seconds,gauge,
process_virtual_memory_bytes,Virtual memory size in bytes.,bytes,gauge,
process_virtual_memory_max_bytes,Maximum amount of virtual memory available in bytes.,bytes,gauge,
promhttp_metric_handler_requests_in_flight,Current number of scrapes being served.,,gauge,
promhttp_metric_handler_requests_total,Total number of scrapes by HTTP status code.,,counter,
