Name,Description,Unit,DataType,Attributes
scylla_cdc_operations_failed,"number of failed CDC operations",,Sum
scylla_cdc_operations_on_clustering_row_performed_failed,"number of failed CDC operations that processed a clustering_row",,Sum
scylla_cdc_operations_on_clustering_row_performed_total,"number of total CDC operations that processed a clustering_row",,Sum
scylla_cdc_operations_on_list_performed_failed,"number of failed CDC operations that processed a list",,Sum
scylla_cdc_operations_on_list_performed_total,"number of total CDC operations that processed a list",,Sum
scylla_cdc_operations_on_map_performed_failed,"number of failed CDC operations that processed a map",,Sum
scylla_cdc_operations_on_map_performed_total,"number of total CDC operations that processed a map",,Sum
scylla_cdc_operations_on_partition_delete_performed_failed,"number of failed CDC operations that processed a partition_delete",,Sum
scylla_cdc_operations_on_partition_delete_performed_total,"number of total CDC operations that processed a partition_delete",,Sum
scylla_cdc_operations_on_range_tombstone_performed_failed,"number of failed CDC operations that processed a range_tombstone",,Sum
scylla_cdc_operations_on_range_tombstone_performed_total,"number of total CDC operations that processed a range_tombstone",,Sum
scylla_cdc_operations_on_row_delete_performed_failed,"number of failed CDC operations that processed a row_delete",,Sum
scylla_cdc_operations_on_row_delete_performed_total,"number of total CDC operations that processed a row_delete",,Sum
scylla_cdc_operations_on_set_performed_failed,"number of failed CDC operations that processed a set",,Sum
scylla_cdc_operations_on_set_performed_total,"number of total CDC operations that processed a set",,Sum
scylla_cdc_operations_on_static_row_performed_failed,"number of failed CDC operations that processed a static_row",,Sum
scylla_cdc_operations_on_static_row_performed_total,"number of total CDC operations that processed a static_row",,Sum
scylla_cdc_operations_on_udt_performed_failed,"number of failed CDC operations that processed a udt",,Sum
scylla_cdc_operations_on_udt_performed_total,"number of total CDC operations that processed a udt",,Sum
scylla_cdc_operations_total,"number of total CDC operations",,Sum
scylla_cdc_operations_with_postimage_failed,"number of failed operations that included postimage",,Sum
scylla_cdc_operations_with_postimage_total,"number of total operations that included postimage",,Sum
scylla_cdc_operations_with_preimage_failed,"number of failed operations that included preimage",,Sum
scylla_cdc_operations_with_preimage_total,"number of total operations that included preimage",,Sum
scylla_cdc_preimage_selects_failed,"number of failed preimage queries performed",,Sum
scylla_cdc_preimage_selects_total,"number of total preimage queries performed",,Sum
scylla_commitlog_active_allocations,"Current number of active allocations.",,Gauge
scylla_commitlog_alloc,"Counts number of times a new mutation has been added to a segment. Divide bytes_written by this value to get the average number of bytes per mutation written to the disk.",,Sum
scylla_commitlog_allocating_segments,"Holds the number of not closed segments that still have some free space. This value should not get too high.",,Gauge
scylla_commitlog_blocked_on_new_segment,"Number of allocations blocked on acquiring new segment.",,Gauge
scylla_commitlog_bytes_flush_requested,"Counts number of bytes requested to be flushed (persisted).",,Sum
scylla_commitlog_bytes_released,"Counts number of bytes released from disk. (Deleted/recycled)",,Sum
scylla_commitlog_bytes_written,"Counts number of bytes written to the disk. Divide this value by "alloc" to get the average number of bytes per mutation written to the disk.",,Sum
scylla_commitlog_cycle,"Counts number of commitlog write cycles - when the data is written from the internal memory buffer to the disk.",,Sum
scylla_commitlog_disk_active_bytes,"Holds size of disk space in bytes used for data so far. A too high value indicates that we have some bottleneck in the writing to sstables path.",,Gauge
scylla_commitlog_disk_slack_end_bytes,"Holds size of disk space in bytes unused because of segment switching (end slack). A too high value indicates that we do not write enough data to each segment.",,Gauge
scylla_commitlog_disk_total_bytes,"Holds size of disk space in bytes reserved for data so far. A too high value indicates that we have some bottleneck in the writing to sstables path.",,Gauge
scylla_commitlog_flush,"Counts number of times the flush() method was called for a file.",,Sum
scylla_commitlog_flush_limit_exceeded,"Counts number of times a flush limit was exceeded. A non-zero value indicates that there are too many pending flush operations (see pending_flushes) and some of them will be blocked till the total amount of pending flush operations drops below 5.",,Sum
scylla_commitlog_memory_buffer_bytes,"Holds the total number of bytes in internal memory buffers.",,Gauge
scylla_commitlog_pending_allocations,"Holds number of currently pending allocations. A non-zero value indicates that we have a bottleneck in the disk write flow.",,Gauge
scylla_commitlog_pending_flushes,"Holds number of currently pending flushes. See the related flush_limit_exceeded metric.",,Gauge
scylla_commitlog_requests_blocked_memory,"Counts number of requests blocked due to memory pressure. A non-zero value indicates that the commitlog memory quota is not enough to serve the required amount of requests.",,Sum
scylla_commitlog_segments,"Holds the current number of segments.",,Gauge
scylla_commitlog_slack,"Counts number of unused bytes written to the disk due to disk segment alignment.",,Sum
scylla_commitlog_unused_segments,"Holds the current number of unused segments. A non-zero value indicates that the disk write path became temporary slow.",,Gauge
scylla_compaction_manager_backlog,"Holds the sum of compaction backlog for all tables in the system.",,Gauge
scylla_compaction_manager_compactions,"Holds the number of currently active compactions.",,Gauge
scylla_compaction_manager_completed_compactions,"Holds the number of completed compaction tasks.",,Sum
scylla_compaction_manager_failed_compactions,"Holds the number of failed compaction tasks.",,Sum
scylla_compaction_manager_normalized_backlog,"Holds the sum of normalized compaction backlog for all tables in the system. Backlog is normalized by dividing backlog by shard's available memory.",,Gauge
scylla_compaction_manager_pending_compactions,"Holds the number of compaction tasks waiting for an opportunity to run.",,Gauge
scylla_compaction_manager_postponed_compactions,"Holds the number of tables with postponed compaction.",,Gauge
scylla_compaction_manager_validation_errors,"Holds the number of encountered validation errors.",,Sum
scylla_cql_authorized_prepared_statements_cache_evictions,"Counts the number of authenticated prepared statements cache entries evictions.",,Sum
scylla_cql_authorized_prepared_statements_cache_size,"Number of entries in the authenticated prepared statements cache.",,Gauge
scylla_cql_authorized_prepared_statements_unprivileged_entries_evictions_on_size,"Counts a number of evictions of prepared statements from the authorized prepared statements cache after they have been used only once. An increasing counter suggests the user may be preparing a different statement for each request instead of reusing the same prepared statement with parameters.",,Sum
scylla_cql_batches,"Counts the total number of CQL BATCH requests without conditions.",,Sum
scylla_cql_batches_pure_logged,"Counts the total number of LOGGED batches that were executed as LOGGED batches.",,Sum
scylla_cql_batches_pure_unlogged,"Counts the total number of UNLOGGED batches that were executed as UNLOGGED batches.",,Sum
scylla_cql_batches_unlogged_from_logged,"Counts the total number of LOGGED batches that were executed as UNLOGGED batches.",,Sum
scylla_cql_deletes,"Counts the total number of CQL DELETE requests with/without conditions.",,Sum
scylla_cql_deletes_per_ks,"Counts the number of CQL DELETE requests executed on particular keyspaces. Label `who' indicates where the reqs come from (clients or DB internals)",,Sum
scylla_cql_filtered_read_requests,"Counts the total number of CQL read requests that required ALLOW FILTERING. See filtered_rows_read_total to compare how many rows needed to be filtered.",,Sum
scylla_cql_filtered_rows_dropped_total,"Counts the number of rows read during CQL requests that required ALLOW FILTERING and dropped by the filter. Number similar to filtered_rows_read_total indicates that filtering is not accurate and might cause performance degradation.",,Sum
scylla_cql_filtered_rows_matched_total,"Counts the number of rows read during CQL requests that required ALLOW FILTERING and accepted by the filter. Number similar to filtered_rows_read_total indicates that filtering is accurate.",,Sum
scylla_cql_filtered_rows_read_total,"Counts the total number of rows read during CQL requests that required ALLOW FILTERING. See filtered_rows_matched_total and filtered_rows_dropped_total for information how accurate filtering queries are.",,Sum
scylla_cql_inserts,"Counts the total number of CQL INSERT requests with/without conditions.",,Sum
scylla_cql_inserts_per_ks,"Counts the number of CQL INSERT requests executed on particular keyspaces. Label `who' indicates where the reqs come from (clients or DB internals).",,Sum
scylla_cql_prepared_cache_evictions,"Counts the number of prepared statements cache entries evictions.",,Sum
scylla_cql_prepared_cache_memory_footprint,"Size (in bytes) of the prepared statements cache.",,Gauge
scylla_cql_prepared_cache_size,"A number of entries in the prepared statements cache.",,Gauge
scylla_cql_reads,"Counts the total number of CQL SELECT requests.",,Sum
scylla_cql_reads_per_ks,"Counts the number of CQL SELECT requests executed on particular keyspaces. Label `who' indicates where the reqs come from (clients or DB internals)",,Sum
scylla_cql_reverse_queries,"Counts the number of CQL SELECT requests with reverse ORDER BY order.",,Sum
scylla_cql_rows_read,"Counts the total number of rows read during CQL requests.",,Sum
scylla_cql_secondary_index_creates,"Counts the total number of CQL CREATE INDEX requests.",,Sum
scylla_cql_secondary_index_drops,"Counts the total number of CQL DROP INDEX requests.",,Sum
scylla_cql_secondary_index_reads,"Counts the total number of CQL read requests performed using secondary indexes.",,Sum
scylla_cql_secondary_index_rows_read,"Counts the total number of rows read during CQL requests performed using secondary indexes.",,Sum
scylla_cql_select_allow_filtering,"Counts the number of SELECT query executions with ALLOW FILTERING option.",,Sum
scylla_cql_select_bypass_caches,"Counts the number of SELECT query executions with BYPASS CACHE option.",,Sum
scylla_cql_select_parallelized,"Counts the number of parallelized aggregation SELECT query executions.",,Sum
scylla_cql_select_partition_range_scan,"Counts the number of SELECT query executions requiring partition range scan.",,Sum
scylla_cql_select_partition_range_scan_no_bypass_cache,"Counts the number of SELECT query executions requiring partition range scan without BYPASS CACHE option.",,Sum
scylla_cql_statements_in_batches,"Counts the total number of sub-statements in CQL BATCH requests without conditions.",,Sum
scylla_cql_unpaged_select_queries,"Counts the total number of unpaged CQL SELECT requests.",,Sum
scylla_cql_unpaged_select_queries_per_ks,"Counts the number of unpaged CQL SELECT requests against particular keyspaces.",,Sum
scylla_cql_unprivileged_entries_evictions_on_size,"Counts a number of evictions of prepared statements from the prepared statements cache after they have been used only once. An increasing counter suggests the user may be preparing a different statement for each request instead of reusing the same prepared statement with parameters.",,Sum
scylla_cql_updates,"Counts the total number of CQL UPDATE requests with/without conditions.",,Sum
scylla_cql_updates_per_ks,"Counts the number of CQL UPDATE requests executed on particular keyspaces. Label `who' indicates where the reqs come from (clients or DB internals)",,Sum
scylla_cql_user_prepared_auth_cache_footprint,"Size (in bytes) of the authenticated prepared statements cache.",,Gauge
scylla_database_active_reads,"Holds the number of currently active read operations. ",,Gauge
scylla_database_clustering_filter_count,"Counts bloom filter invocations.",,Sum
scylla_database_clustering_filter_fast_path_count,"Counts number of times bloom filtering short cut to include all sstables when only one full range was specified.",,Sum
scylla_database_clustering_filter_sstables_checked,"Counts sstables checked after applying the bloom filter. High value indicates that bloom filter is not very efficient.",,Sum
scylla_database_clustering_filter_surviving_sstables,"Counts sstables that survived the clustering key filtering. High value indicates that bloom filter is not very efficient and still have to access a lot of sstables to get data.",,Sum
scylla_database_counter_cell_lock_acquisition,"The number of acquired counter cell locks.",,Sum
scylla_database_counter_cell_lock_pending,"The number of counter updates waiting for a lock.",,Gauge
scylla_database_disk_reads,"Holds the number of currently active disk read operations. ",,Gauge
scylla_database_dropped_view_updates,"Counts the number of view updates that have been dropped due to cluster overload. ",,Sum
scylla_database_large_partition_exceeding_threshold,"Number of large partitions exceeding compaction_large_partition_warning_threshold_mb. Large partitions have performance impact and should be avoided, check the documentation for details.",,Sum
scylla_database_multishard_query_failed_reader_saves,"The number of times the saving of a shard reader failed.",,Sum
scylla_database_multishard_query_failed_reader_stops,"The number of times the stopping of a shard reader failed.",,Sum
scylla_database_multishard_query_unpopped_bytes,"The total number of bytes that were extracted from the shard reader but were unconsumed by the query and moved back into the reader.",,Sum
scylla_database_multishard_query_unpopped_fragments,"The total number of fragments that were extracted from the shard reader but were unconsumed by the query and moved back into the reader.",,Sum
scylla_database_paused_reads,"The number of currently active reads that are temporarily paused.",,Gauge
scylla_database_paused_reads_permit_based_evictions,"The number of paused reads evicted to free up permits. Permits are required for new reads to start, and the database will evict paused reads (if any) to be able to admit new ones, if there is a shortage of permits.",,Sum
scylla_database_querier_cache_drops,"Counts querier cache lookups that found a cached querier but had to drop it due to position mismatch",,Sum
scylla_database_querier_cache_lookups,"Counts querier cache lookups (paging queries)",,Sum
scylla_database_querier_cache_misses,"Counts querier cache lookups that failed to find a cached querier",,Sum
scylla_database_querier_cache_population,"The number of entries currently in the querier cache.",,Gauge
scylla_database_querier_cache_resource_based_evictions,"Counts querier cache entries that were evicted to free up resources (limited by reader concurency limits) necessary to create new readers.",,Sum
scylla_database_querier_cache_time_based_evictions,"Counts querier cache entries that timed out and were evicted.",,Sum
scylla_database_queued_reads,"Holds the number of currently queued read operations.",,Gauge
scylla_database_reads_memory_consumption,"Holds the amount of memory consumed by current read operations. ",,Gauge
scylla_database_reads_shed_due_to_overload,"The number of reads shed because the admission queue reached its max capacity. When the queue is full, excessive reads are shed to avoid overload.",,Sum
scylla_database_requests_blocked_memory,"Holds the current number of requests blocked due to reaching the memory quota (945291264B). Non-zero value indicates that our bottleneck is memory and more specifically - the memory quota allocated for the "database" component.",,Sum
scylla_database_requests_blocked_memory_current,"Holds the current number of requests blocked due to reaching the memory quota (945291264B). Non-zero value indicates that our bottleneck is memory and more specifically - the memory quota allocated for the "database" component.",,Gauge
scylla_database_schema_changed,"The number of times the schema changed",,Sum
scylla_database_short_data_queries,"The rate of data queries (data or digest reads) that returned less rows than requested due to result size limiting.",,Sum
scylla_database_short_mutation_queries,"The rate of mutation queries that returned less rows than requested due to result size limiting.",,Sum
scylla_database_sstable_read_queue_overloads,"Counts the number of times the sstable read queue was overloaded. A non-zero value indicates that we have to drop read requests because they arrive faster than we can serve them.",,Sum
scylla_database_sstables_read,"Holds the number of currently read sstables. ",,Gauge
scylla_database_total_reads,"Counts the total number of successful user reads on this shard.",,Sum
scylla_database_total_reads_failed,"Counts the total number of failed user read operations. Add the total_reads to this value to get the total amount of reads issued on this shard.",,Sum
scylla_database_total_reads_rate_limited,"Counts read operations which were rejected on the replica side because the per-partition limit was reached.",,Sum
scylla_database_total_result_bytes,"Holds the current amount of memory used for results.",,Gauge
scylla_database_total_view_updates_failed_local,"Total number of view updates generated for tables and failed to be applied locally.",,Sum
scylla_database_total_view_updates_failed_remote,"Total number of view updates generated for tables and failed to be sent to remote replicas.",,Sum
scylla_database_total_view_updates_pushed_local,"Total number of view updates generated for tables and applied locally.",,Sum
scylla_database_total_view_updates_pushed_remote,"Total number of view updates generated for tables and sent to remote replicas.",,Sum
scylla_database_total_writes,"Counts the total number of successful write operations performed by this shard.",,Sum
scylla_database_total_writes_failed,"Counts the total number of failed write operations. A sum of this value plus total_writes represents a total amount of writes attempted on this shard.",,Sum
scylla_database_total_writes_rate_limited,"Counts write operations which were rejected on the replica side because the per-partition limit was reached.",,Sum
scylla_database_total_writes_timedout,"Counts write operations failed due to a timeout. A positive value is a sign of storage being overloaded.",,Sum
scylla_database_view_building_paused,"Counts the number of times view building process was paused (e.g. due to node unavailability). ",,Sum
scylla_database_view_update_backlog,"Holds the current size in bytes of the pending view updates for all tables",,Gauge
scylla_execution_stages_function_calls_enqueued,"Counts function calls added to execution stages queues",,Sum
scylla_execution_stages_function_calls_executed,"Counts function calls executed by execution stages",,Sum
scylla_execution_stages_tasks_preempted,"Counts tasks which were preempted before execution all queued operations",,Sum
scylla_execution_stages_tasks_scheduled,"Counts tasks scheduled by execution stages",,Sum
scylla_forward_service_requests_dispatched_to_other_nodes,"how many forward requests were dispatched to other nodes",,Sum
scylla_forward_service_requests_dispatched_to_own_shards,"how many forward requests were dispatched to local shards",,Sum
scylla_forward_service_requests_executed,"how many forward requests were executed",,Sum
scylla_gossip_heart_beat,"Heartbeat of the current Node.",,Sum
scylla_gossip_live,"How many live nodes the current node sees",,Gauge
scylla_gossip_unreachable,"How many unreachable nodes the current node sees",,Gauge
scylla_hints_for_views_manager_corrupted_files,"Number of hints files that were discarded during sending because the file was corrupted.",,Sum
scylla_hints_for_views_manager_discarded,"Number of hints that were discarded during sending (too old, schema changed, etc.).",,Sum
scylla_hints_for_views_manager_dropped,"Number of dropped hints.",,Sum
scylla_hints_for_views_manager_errors,"Number of errors during hints writes.",,Sum
scylla_hints_for_views_manager_pending_drains,"Number of tasks waiting in the queue for draining hints",,Gauge
scylla_hints_for_views_manager_pending_sends,"Number of tasks waiting in the queue for sending a hint",,Gauge
scylla_hints_for_views_manager_sent,"Number of sent hints.",,Sum
scylla_hints_for_views_manager_size_of_hints_in_progress,"Size of hinted mutations that are scheduled to be written.",,Gauge
scylla_hints_for_views_manager_written,"Number of successfully written hints.",,Sum
scylla_hints_manager_corrupted_files,"Number of hints files that were discarded during sending because the file was corrupted.",,Sum
scylla_hints_manager_discarded,"Number of hints that were discarded during sending (too old, schema changed, etc.).",,Sum
scylla_hints_manager_dropped,"Number of dropped hints.",,Sum
scylla_hints_manager_errors,"Number of errors during hints writes.",,Sum
scylla_hints_manager_pending_drains,"Number of tasks waiting in the queue for draining hints",,Gauge
scylla_hints_manager_pending_sends,"Number of tasks waiting in the queue for sending a hint",,Gauge
scylla_hints_manager_sent,"Number of sent hints.",,Sum
scylla_hints_manager_size_of_hints_in_progress,"Size of hinted mutations that are scheduled to be written.",,Gauge
scylla_hints_manager_written,"Number of successfully written hints.",,Sum
scylla_httpd_connections_current,"The current number of open  connections",,Gauge
scylla_httpd_connections_total,"The total number of connections opened",,Sum
scylla_httpd_read_errors,"The total number of errors while reading http requests",,Sum
scylla_httpd_reply_errors,"The total number of errors while replying to http",,Sum
scylla_httpd_requests_served,"The total number of http requests served",,Sum
scylla_io_queue_adjusted_consumption,"Consumed disk capacity units adjusted for class shares and idling preemption",,Sum
scylla_io_queue_consumption,"Accumulated disk capacity units consumed by this class; an increment per-second rate indicates full utilization",,Sum
scylla_io_queue_delay,"random delay time in the queue",,Gauge
scylla_io_queue_disk_queue_length,"Number of requests in the disk",,Gauge
scylla_io_queue_queue_length,"Number of requests in the queue",,Gauge
scylla_io_queue_shares,"current amount of shares",,Gauge
scylla_io_queue_starvation_time_sec,"Total time spent starving for disk",,Sum
scylla_io_queue_total_bytes,"Total bytes passed in the queue",,Sum
scylla_io_queue_total_delay_sec,"Total time spent in the queue",,Sum
scylla_io_queue_total_exec_sec,"Total time spent in disk",,Sum
scylla_io_queue_total_operations,"Total operations passed in the queue",,Sum
scylla_io_queue_total_read_bytes,"Total read bytes passed in the queue",,Sum
scylla_io_queue_total_read_ops,"Total read operations passed in the queue",,Sum
scylla_io_queue_total_split_bytes,"Total number of bytes split",,Sum
scylla_io_queue_total_split_ops,"Total number of requests split",,Sum
scylla_io_queue_total_write_bytes,"Total write bytes passed in the queue",,Sum
scylla_io_queue_total_write_ops,"Total write operations passed in the queue",,Sum
scylla_lsa_free_space,"Holds a current amount of free memory that is under lsa control.",,Gauge
scylla_lsa_large_objects_total_space_bytes,"Holds a current size of allocated non-LSA memory.",,Gauge
scylla_lsa_memory_allocated,"Counts number of bytes which were requested from LSA.",,Sum
scylla_lsa_memory_compacted,"Counts number of bytes which were copied as part of segment compaction.",,Sum
scylla_lsa_memory_evicted,"Counts number of bytes which were evicted.",,Sum
scylla_lsa_memory_freed,"Counts number of bytes which were requested to be freed in LSA.",,Sum
scylla_lsa_non_lsa_used_space_bytes,"Holds a current amount of used non-LSA memory.",,Gauge
scylla_lsa_occupancy,"Holds a current portion (in percents) of the used memory.",,Gauge
scylla_lsa_segments_compacted,"Counts a number of compacted segments.",,Sum
scylla_lsa_small_objects_total_space_bytes,"Holds a current size of "small objects" memory region in bytes.",,Gauge
scylla_lsa_small_objects_used_space_bytes,"Holds a current amount of used "small objects" memory in bytes.",,Gauge
scylla_lsa_total_space_bytes,"Holds a current size of allocated memory in bytes.",,Gauge
scylla_lsa_used_space_bytes,"Holds a current amount of used memory in bytes.",,Gauge
scylla_memory_allocated_memory,"Allocated memory size in bytes",,Gauge
scylla_memory_cross_cpu_free_operations,"Total number of cross cpu free",,Sum
scylla_memory_dirty_bytes,"Holds the current size of all ("regular", "system" and "streaming") non-free memory in bytes",,Gauge
scylla_memory_free_memory,"Free memory size in bytes",,Gauge
scylla_memory_free_operations,"Total number of free operations",,Sum
scylla_memory_malloc_failed,"Total count of failed memory allocations",,Sum
scylla_memory_malloc_live_objects,"Number of live objects",,Gauge
scylla_memory_malloc_operations,"Total number of malloc operations",,Sum
scylla_memory_reclaims_operations,"Total reclaims operations",,Sum
scylla_memory_regular_dirty_bytes,"Holds the current size of a all non-free memory in bytes",,Gauge
scylla_memory_regular_unspooled_dirty_bytes,"Holds the size of used memory in bytes. Compare it to "dirty_bytes" to see how many memory is wasted (neither used nor available).",,Gauge
scylla_memory_system_dirty_bytes,"Holds the current size of a all non-free memory in bytes",,Gauge
scylla_memory_system_unspooled_dirty_bytes,"Holds the size of used memory in bytes. Compare it to "dirty_bytes" to see how many memory is wasted (neither used nor available).",,Gauge
scylla_memory_total_memory,"Total memory size in bytes",,Gauge
scylla_memory_unspooled_dirty_bytes,"Holds the size of all ("regular", "system" and "streaming") used memory in bytes. Compare it to "dirty_bytes" to see how many memory is wasted (neither used nor available).",,Gauge
scylla_memtables_failed_flushes,"Holds the number of failed memtable flushes. High value in this metric may indicate a permanent failure to flush a memtable.",,Gauge
scylla_memtables_pending_flushes,"Holds the current number of memtables that are currently being flushed to sstables. High value in this metric may be an indication of storage being a bottleneck.",,Gauge
scylla_memtables_pending_flushes_bytes,"Holds the current number of bytes in memtables that are currently being flushed to sstables. High value in this metric may be an indication of storage being a bottleneck.",,Gauge
scylla_node_operation_mode,"The operation mode of the current node. UNKNOWN = 0, STARTING = 1, JOINING = 2, NORMAL = 3, LEAVING = 4, DECOMMISSIONED = 5, DRAINING = 6, DRAINED = 7, MOVING = 8",,Gauge
scylla_node_ops_finished_percentage,"Finished percentage of node operation on this shard",,Gauge
scylla_per_partition_rate_limiter_allocations,"Number of times a entry was allocated over an empty/expired entry.",,Sum
scylla_per_partition_rate_limiter_failed_allocations,"Number of times the rate limiter gave up trying to allocate.",,Sum
scylla_per_partition_rate_limiter_load_factor,"Current load factor of the hash table (upper bound, may be overestimated).",,Gauge
scylla_per_partition_rate_limiter_probe_count,"Number of probes made during lookups.",,Sum
scylla_per_partition_rate_limiter_successful_lookups,"Number of times a lookup returned an already allocated entry.",,Sum
scylla_query_processor_queries,"Counts queries by consistency level.",,Sum
scylla_query_processor_statements_prepared,"Counts the total number of parsed CQL requests.",,Sum
scylla_raft_add_entries,"how many entries were added on this node",,Sum
scylla_raft_applied_entries,"how many log entries were applied",,Sum
scylla_raft_group0_status,"status of the raft group, 0 - disabled, 1 - normal, 2 - aborted",,Gauge
scylla_raft_in_memory_log_size,"size of in-memory part of the log",,Gauge
scylla_raft_log_memory_usage,"memory usage of in-memory part of the log in bytes",,Gauge
scylla_raft_messages_received,"how many messages were received",,Sum
scylla_raft_messages_sent,"how many messages were send",,Sum
scylla_raft_persisted_log_entries,"how many log entries were persisted",,Sum
scylla_raft_polls,"how many time raft state machine was polled",,Sum
scylla_raft_queue_entries_for_apply,"how many log entries were queued to be applied",,Sum
scylla_raft_sm_load_snapshot,"how many times user state machine was reloaded with a snapshot",,Sum
scylla_raft_snapshots_taken,"how many time the user's state machine was snapshotted",,Sum
scylla_raft_store_snapshot,"how many snapshot were persisted",,Sum
scylla_raft_store_term_and_vote,"how many times term and vote were persisted",,Sum
scylla_raft_truncate_persisted_log,"how many times log was truncated on storage",,Sum
scylla_raft_waiter_awoken,"how many waiters got result back",,Sum
scylla_raft_waiter_dropped,"how many waiters did not get result back",,Sum
scylla_reactor_abandoned_failed_futures,"Total number of abandoned failed futures, futures destroyed while still containing an exception",,Sum
scylla_reactor_aio_bytes_read,"Total aio-reads bytes",,Sum
scylla_reactor_aio_bytes_write,"Total aio-writes bytes",,Sum
scylla_reactor_aio_errors,"Total aio errors",,Sum
scylla_reactor_aio_outsizes,"Total number of aio operations that exceed IO limit",,Sum
scylla_reactor_aio_reads,"Total aio-reads operations",,Sum
scylla_reactor_aio_writes,"Total aio-writes operations",,Sum
scylla_reactor_cpp_exceptions,"Total number of C++ exceptions",,Sum
scylla_reactor_cpu_busy_ms,"Total cpu busy time in milliseconds",,Sum
scylla_reactor_cpu_steal_time_ms,"Total steal time, the time in which some other process was running while Seastar was not trying to run (not sleeping).Because this is in userspace, some time that could be legitimally thought as steal time is not accounted as such. For example, if we are sleeping and can wake up but the kernel hasn't woken us up yet.",,Sum
scylla_reactor_fstream_read_bytes,"Counts bytes read from disk file streams.  A high rate indicates high disk activity. Divide by fstream_reads to determine average read size.",,Sum
scylla_reactor_fstream_read_bytes_blocked,"Counts the number of bytes read from disk that could not be satisfied from read-ahead buffers, and had to block. Indicates short streams, or incorrect read ahead configuration.",,Sum
scylla_reactor_fstream_reads,"Counts reads from disk file streams.  A high rate indicates high disk activity. Contrast with other fstream_read* counters to locate bottlenecks.",,Sum
scylla_reactor_fstream_reads_ahead_bytes_discarded,"Counts the number of buffered bytes that were read ahead of time and were discarded because they were not needed, wasting disk bandwidth. Indicates over-eager read ahead configuration.",,Sum
scylla_reactor_fstream_reads_aheads_discarded,"Counts the number of times a buffer that was read ahead of time and was discarded because it was not needed, wasting disk bandwidth. Indicates over-eager read ahead configuration.",,Sum
scylla_reactor_fstream_reads_blocked,"Counts the number of times a disk read could not be satisfied from read-ahead buffers, and had to block. Indicates short streams, or incorrect read ahead configuration.",,Sum
scylla_reactor_fsyncs,"Total number of fsync operations",,Sum
